;Unnamed: 0;Unnamed: 0.1;tau;origin;destination;cell_route;min_driving_range;charging_capacity;battery_capacity;energy_cons;energy_cons_summer;SOC_init;SOC_min;fleet_size;start_timestep;charge_cap;batt_cap;d_spec;route;incoming;arriving;depart_time;fleet_id
0;16;16;16.0;DE2;AT322;(1, 2);41.25;250.0;100.0;15.0;15.0;0.6000000000000001;0.1825;3.0;16.0;250.0;100.0;0.2;(1, 2);{1: 3.0};{2: 3.0};{1: {16.0: 3.0}};0
1;20;20;20.0;DE2;AT322;(1, 2);41.25;250.0;100.0;15.0;15.0;0.3;0.1825;1.0;20.0;250.0;100.0;0.2;(1, 2);{1: 1.0};{2: 1.0};{1: {20.0: 1.0}};1
2;24;24;24.0;DE2;AT322;(1, 2);41.25;250.0;100.0;15.0;15.0;1.0;0.1825;8.0;24.0;250.0;100.0;0.2;(1, 2);{1: 8.0};{2: 8.0};{1: {24.0: 8.0}};2
3;28;28;28.0;DE2;AT322;(1, 2);41.25;250.0;100.0;15.0;15.0;0.6000000000000001;0.1825;15.0;28.0;250.0;100.0;0.2;(1, 2);{1: 15.0};{2: 15.0};{1: {28.0: 15.0}};3
4;32;32;32.0;DE2;AT322;(1, 2);41.25;250.0;100.0;15.0;15.0;0.5000000000000001;0.1825;21.0;32.0;250.0;100.0;0.2;(1, 2);{1: 21.0};{2: 21.0};{1: {32.0: 21.0}};4
5;36;36;36.0;DE2;AT322;(1, 2);41.25;250.0;100.0;15.0;15.0;0.4000000000000001;0.1825;16.0;36.0;250.0;100.0;0.2;(1, 2);{1: 16.0};{2: 16.0};{1: {36.0: 16.0}};5
6;40;40;40.0;DE2;AT322;(1, 2);41.25;250.0;100.0;15.0;15.0;0.8000000000000003;0.1825;23.0;40.0;250.0;100.0;0.2;(1, 2);{1: 23.0};{2: 23.0};{1: {40.0: 23.0}};6
7;44;44;44.0;DE2;AT322;(1, 2);41.25;250.0;100.0;15.0;15.0;0.2;0.1825;13.0;44.0;250.0;100.0;0.2;(1, 2);{1: 13.0};{2: 13.0};{1: {44.0: 13.0}};7
8;48;48;48.0;DE2;AT322;(1, 2);41.25;250.0;100.0;15.0;15.0;0.2;0.1825;14.0;48.0;250.0;100.0;0.2;(1, 2);{1: 14.0};{2: 14.0};{1: {48.0: 14.0}};8
9;52;52;52.0;DE2;AT322;(1, 2);41.25;250.0;100.0;15.0;15.0;0.7000000000000002;0.1825;12.0;52.0;250.0;100.0;0.2;(1, 2);{1: 12.0};{2: 12.0};{1: {52.0: 12.0}};9
10;56;56;56.0;DE2;AT322;(1, 2);41.25;250.0;100.0;15.0;15.0;0.2;0.1825;6.0;56.0;250.0;100.0;0.2;(1, 2);{1: 6.0};{2: 6.0};{1: {56.0: 6.0}};10
11;60;60;60.0;DE2;AT322;(1, 2);41.25;250.0;100.0;15.0;15.0;0.5000000000000001;0.1825;20.0;60.0;250.0;100.0;0.2;(1, 2);{1: 20.0};{2: 20.0};{1: {60.0: 20.0}};11
12;64;64;64.0;DE2;AT322;(1, 2);41.25;250.0;100.0;15.0;15.0;0.4000000000000001;0.1825;13.0;64.0;250.0;100.0;0.2;(1, 2);{1: 13.0};{2: 13.0};{1: {64.0: 13.0}};12
13;68;68;68.0;DE2;AT322;(1, 2);41.25;250.0;100.0;15.0;15.0;0.6000000000000001;0.1825;13.0;68.0;250.0;100.0;0.2;(1, 2);{1: 13.0};{2: 13.0};{1: {68.0: 13.0}};13
14;72;72;72.0;DE2;AT322;(1, 2);41.25;250.0;100.0;15.0;15.0;0.5000000000000001;0.1825;7.0;72.0;250.0;100.0;0.2;(1, 2);{1: 7.0};{2: 7.0};{1: {72.0: 7.0}};14
15;76;76;76.0;DE2;AT322;(1, 2);41.25;250.0;100.0;15.0;15.0;0.9000000000000001;0.1825;11.0;76.0;250.0;100.0;0.2;(1, 2);{1: 11.0};{2: 11.0};{1: {76.0: 11.0}};15
16;80;80;80.0;DE2;AT322;(1, 2);41.25;250.0;100.0;15.0;15.0;0.3;0.1825;5.0;80.0;250.0;100.0;0.2;(1, 2);{1: 5.0};{2: 5.0};{1: {80.0: 5.0}};16
17;88;88;88.0;DE2;AT322;(1, 2);41.25;250.0;100.0;15.0;15.0;0.9000000000000001;0.1825;2.0;88.0;250.0;100.0;0.2;(1, 2);{1: 2.0};{2: 2.0};{1: {88.0: 2.0}};17
18;120;120;24.0;DE2;AT321;(1, 2, 3, 4);41.25;250.0;100.0;15.0;15.0;0.8000000000000003;0.1825;3.0;24.0;250.0;100.0;0.2;(1, 2, 3, 4);{1: 3.0};{4: 3.0};{1: {24.0: 3.0}};18
19;132;132;36.0;DE2;AT321;(1, 2, 3, 4);41.25;250.0;100.0;15.0;15.0;0.5000000000000001;0.1825;1.0;36.0;250.0;100.0;0.2;(1, 2, 3, 4);{1: 1.0};{4: 1.0};{1: {36.0: 1.0}};19
20;140;140;44.0;DE2;AT321;(1, 2, 3, 4);41.25;250.0;100.0;15.0;15.0;0.3;0.1825;1.0;44.0;250.0;100.0;0.2;(1, 2, 3, 4);{1: 1.0};{4: 1.0};{1: {44.0: 1.0}};20
21;160;160;64.0;DE2;AT321;(1, 2, 3, 4);41.25;250.0;100.0;15.0;15.0;0.8000000000000003;0.1825;1.0;64.0;250.0;100.0;0.2;(1, 2, 3, 4);{1: 1.0};{4: 1.0};{1: {64.0: 1.0}};21
22;220;220;28.0;DE2;AT333;(1, 2, 3, 4, 5);41.25;250.0;100.0;15.0;15.0;0.6000000000000001;0.1825;1.0;28.0;250.0;100.0;0.2;(1, 2, 3, 4, 5);{1: 1.0};{5: 1.0};{1: {28.0: 1.0}};22
23;228;228;36.0;DE2;AT333;(1, 2, 3, 4, 5);41.25;250.0;100.0;15.0;15.0;0.9000000000000001;0.1825;1.0;36.0;250.0;100.0;0.2;(1, 2, 3, 4, 5);{1: 1.0};{5: 1.0};{1: {36.0: 1.0}};23
24;232;232;40.0;DE2;AT333;(1, 2, 3, 4, 5);41.25;250.0;100.0;15.0;15.0;0.5000000000000001;0.1825;1.0;40.0;250.0;100.0;0.2;(1, 2, 3, 4, 5);{1: 1.0};{5: 1.0};{1: {40.0: 1.0}};24
25;244;244;52.0;DE2;AT333;(1, 2, 3, 4, 5);41.25;250.0;100.0;15.0;15.0;0.6000000000000001;0.1825;2.0;52.0;250.0;100.0;0.2;(1, 2, 3, 4, 5);{1: 2.0};{5: 2.0};{1: {52.0: 2.0}};25
26;252;252;60.0;DE2;AT333;(1, 2, 3, 4, 5);41.25;250.0;100.0;15.0;15.0;0.2;0.1825;1.0;60.0;250.0;100.0;0.2;(1, 2, 3, 4, 5);{1: 1.0};{5: 1.0};{1: {60.0: 1.0}};26
27;260;260;68.0;DE2;AT333;(1, 2, 3, 4, 5);41.25;250.0;100.0;15.0;15.0;1.0;0.1825;1.0;68.0;250.0;100.0;0.2;(1, 2, 3, 4, 5);{1: 1.0};{5: 1.0};{1: {68.0: 1.0}};27
28;264;264;72.0;DE2;AT333;(1, 2, 3, 4, 5);41.25;250.0;100.0;15.0;15.0;0.6000000000000001;0.1825;3.0;72.0;250.0;100.0;0.2;(1, 2, 3, 4, 5);{1: 3.0};{5: 3.0};{1: {72.0: 3.0}};28
29;268;268;76.0;DE2;AT333;(1, 2, 3, 4, 5);41.25;250.0;100.0;15.0;15.0;0.8000000000000003;0.1825;1.0;76.0;250.0;100.0;0.2;(1, 2, 3, 4, 5);{1: 1.0};{5: 1.0};{1: {76.0: 1.0}};29
30;272;272;80.0;DE2;AT333;(1, 2, 3, 4, 5);41.25;250.0;100.0;15.0;15.0;0.4000000000000001;0.1825;1.0;80.0;250.0;100.0;0.2;(1, 2, 3, 4, 5);{1: 1.0};{5: 1.0};{1: {80.0: 1.0}};30
31;312;312;24.0;DE2;AT212;(1, 2, 3, 4, 5, 6);41.25;250.0;100.0;15.0;15.0;0.6000000000000001;0.1825;2.0;24.0;250.0;100.0;0.2;(1, 2, 3, 4, 5, 6);{1: 2.0};{6: 2.0};{1: {24.0: 2.0}};31
32;316;316;28.0;DE2;AT212;(1, 2, 3, 4, 5, 6);41.25;250.0;100.0;15.0;15.0;0.3;0.1825;3.0;28.0;250.0;100.0;0.2;(1, 2, 3, 4, 5, 6);{1: 3.0};{6: 3.0};{1: {28.0: 3.0}};32
33;320;320;32.0;DE2;AT212;(1, 2, 3, 4, 5, 6);41.25;250.0;100.0;15.0;15.0;0.8000000000000003;0.1825;4.0;32.0;250.0;100.0;0.2;(1, 2, 3, 4, 5, 6);{1: 4.0};{6: 4.0};{1: {32.0: 4.0}};33
34;324;324;36.0;DE2;AT212;(1, 2, 3, 4, 5, 6);41.25;250.0;100.0;15.0;15.0;0.6000000000000001;0.1825;1.0;36.0;250.0;100.0;0.2;(1, 2, 3, 4, 5, 6);{1: 1.0};{6: 1.0};{1: {36.0: 1.0}};34
35;328;328;40.0;DE2;AT212;(1, 2, 3, 4, 5, 6);41.25;250.0;100.0;15.0;15.0;0.7000000000000002;0.1825;2.0;40.0;250.0;100.0;0.2;(1, 2, 3, 4, 5, 6);{1: 2.0};{6: 2.0};{1: {40.0: 2.0}};35
36;332;332;44.0;DE2;AT212;(1, 2, 3, 4, 5, 6);41.25;250.0;100.0;15.0;15.0;0.6000000000000001;0.1825;1.0;44.0;250.0;100.0;0.2;(1, 2, 3, 4, 5, 6);{1: 1.0};{6: 1.0};{1: {44.0: 1.0}};36
37;336;336;48.0;DE2;AT212;(1, 2, 3, 4, 5, 6);41.25;250.0;100.0;15.0;15.0;0.9000000000000001;0.1825;1.0;48.0;250.0;100.0;0.2;(1, 2, 3, 4, 5, 6);{1: 1.0};{6: 1.0};{1: {48.0: 1.0}};37
38;340;340;52.0;DE2;AT212;(1, 2, 3, 4, 5, 6);41.25;250.0;100.0;15.0;15.0;0.6000000000000001;0.1825;2.0;52.0;250.0;100.0;0.2;(1, 2, 3, 4, 5, 6);{1: 2.0};{6: 2.0};{1: {52.0: 2.0}};38
39;348;348;60.0;DE2;AT212;(1, 2, 3, 4, 5, 6);41.25;250.0;100.0;15.0;15.0;1.0;0.1825;1.0;60.0;250.0;100.0;0.2;(1, 2, 3, 4, 5, 6);{1: 1.0};{6: 1.0};{1: {60.0: 1.0}};39
40;352;352;64.0;DE2;AT212;(1, 2, 3, 4, 5, 6);41.25;250.0;100.0;15.0;15.0;0.4000000000000001;0.1825;1.0;64.0;250.0;100.0;0.2;(1, 2, 3, 4, 5, 6);{1: 1.0};{6: 1.0};{1: {64.0: 1.0}};40
41;356;356;68.0;DE2;AT212;(1, 2, 3, 4, 5, 6);41.25;250.0;100.0;15.0;15.0;0.5000000000000001;0.1825;4.0;68.0;250.0;100.0;0.2;(1, 2, 3, 4, 5, 6);{1: 4.0};{6: 4.0};{1: {68.0: 4.0}};41
42;360;360;72.0;DE2;AT212;(1, 2, 3, 4, 5, 6);41.25;250.0;100.0;15.0;15.0;0.4000000000000001;0.1825;3.0;72.0;250.0;100.0;0.2;(1, 2, 3, 4, 5, 6);{1: 3.0};{6: 3.0};{1: {72.0: 3.0}};42
43;364;364;76.0;DE2;AT212;(1, 2, 3, 4, 5, 6);41.25;250.0;100.0;15.0;15.0;0.3;0.1825;3.0;76.0;250.0;100.0;0.2;(1, 2, 3, 4, 5, 6);{1: 3.0};{6: 3.0};{1: {76.0: 3.0}};43
44;372;372;84.0;DE2;AT212;(1, 2, 3, 4, 5, 6);41.25;250.0;100.0;15.0;15.0;0.7000000000000002;0.1825;1.0;84.0;250.0;100.0;0.2;(1, 2, 3, 4, 5, 6);{1: 1.0};{6: 1.0};{1: {84.0: 1.0}};44
45;396;396;12.0;DE2;AT323;(1, 8);55.0;250.0;100.0;15.0;15.0;0.8000000000000003;0.21;2.0;12.0;250.0;100.0;0.2;(1, 8);{1: 2.0};{8: 2.0};{1: {12.0: 2.0}};45
46;400;400;16.0;DE2;AT323;(1, 8);55.0;250.0;100.0;15.0;15.0;0.4;0.21;6.0;16.0;250.0;100.0;0.2;(1, 8);{1: 6.0};{8: 6.0};{1: {16.0: 6.0}};46
47;404;404;20.0;DE2;AT323;(1, 8);55.0;250.0;100.0;15.0;15.0;0.9000000000000001;0.21;47.0;20.0;250.0;100.0;0.2;(1, 8);{1: 47.0};{8: 47.0};{1: {20.0: 47.0}};47
48;408;408;24.0;DE2;AT323;(1, 8);55.0;250.0;100.0;15.0;15.0;0.3;0.21;163.0;24.0;250.0;100.0;0.2;(1, 8);{1: 163.0};{8: 163.0};{1: {24.0: 163.0}};48
49;412;412;28.0;DE2;AT323;(1, 8);55.0;250.0;100.0;15.0;15.0;1.0;0.21;287.0;28.0;250.0;100.0;0.2;(1, 8);{1: 287.0};{8: 287.0};{1: {28.0: 287.0}};49
50;416;416;32.0;DE2;AT323;(1, 8);55.0;250.0;100.0;15.0;15.0;0.8000000000000003;0.21;314.0;32.0;250.0;100.0;0.2;(1, 8);{1: 314.0};{8: 314.0};{1: {32.0: 314.0}};50
51;420;420;36.0;DE2;AT323;(1, 8);55.0;250.0;100.0;15.0;15.0;1.0;0.21;277.0;36.0;250.0;100.0;0.2;(1, 8);{1: 277.0};{8: 277.0};{1: {36.0: 277.0}};51
52;424;424;40.0;DE2;AT323;(1, 8);55.0;250.0;100.0;15.0;15.0;0.3;0.21;245.0;40.0;250.0;100.0;0.2;(1, 8);{1: 245.0};{8: 245.0};{1: {40.0: 245.0}};52
53;428;428;44.0;DE2;AT323;(1, 8);55.0;250.0;100.0;15.0;15.0;0.9000000000000001;0.21;245.0;44.0;250.0;100.0;0.2;(1, 8);{1: 245.0};{8: 245.0};{1: {44.0: 245.0}};53
54;432;432;48.0;DE2;AT323;(1, 8);55.0;250.0;100.0;15.0;15.0;0.3;0.21;163.0;48.0;250.0;100.0;0.2;(1, 8);{1: 163.0};{8: 163.0};{1: {48.0: 163.0}};54
55;436;436;52.0;DE2;AT323;(1, 8);55.0;250.0;100.0;15.0;15.0;0.7000000000000002;0.21;161.0;52.0;250.0;100.0;0.2;(1, 8);{1: 161.0};{8: 161.0};{1: {52.0: 161.0}};55
56;440;440;56.0;DE2;AT323;(1, 8);55.0;250.0;100.0;15.0;15.0;0.8000000000000003;0.21;172.0;56.0;250.0;100.0;0.2;(1, 8);{1: 172.0};{8: 172.0};{1: {56.0: 172.0}};56
57;444;444;60.0;DE2;AT323;(1, 8);55.0;250.0;100.0;15.0;15.0;0.4;0.21;210.0;60.0;250.0;100.0;0.2;(1, 8);{1: 210.0};{8: 210.0};{1: {60.0: 210.0}};57
58;448;448;64.0;DE2;AT323;(1, 8);55.0;250.0;100.0;15.0;15.0;0.7000000000000002;0.21;213.0;64.0;250.0;100.0;0.2;(1, 8);{1: 213.0};{8: 213.0};{1: {64.0: 213.0}};58
59;452;452;68.0;DE2;AT323;(1, 8);55.0;250.0;100.0;15.0;15.0;0.3;0.21;195.0;68.0;250.0;100.0;0.2;(1, 8);{1: 195.0};{8: 195.0};{1: {68.0: 195.0}};59
60;456;456;72.0;DE2;AT323;(1, 8);55.0;250.0;100.0;15.0;15.0;0.4;0.21;191.0;72.0;250.0;100.0;0.2;(1, 8);{1: 191.0};{8: 191.0};{1: {72.0: 191.0}};60
61;460;460;76.0;DE2;AT323;(1, 8);55.0;250.0;100.0;15.0;15.0;0.6000000000000001;0.21;155.0;76.0;250.0;100.0;0.2;(1, 8);{1: 155.0};{8: 155.0};{1: {76.0: 155.0}};61
62;464;464;80.0;DE2;AT323;(1, 8);55.0;250.0;100.0;15.0;15.0;0.4;0.21;119.0;80.0;250.0;100.0;0.2;(1, 8);{1: 119.0};{8: 119.0};{1: {80.0: 119.0}};62
63;468;468;84.0;DE2;AT323;(1, 8);55.0;250.0;100.0;15.0;15.0;0.9000000000000001;0.21;44.0;84.0;250.0;100.0;0.2;(1, 8);{1: 44.0};{8: 44.0};{1: {84.0: 44.0}};63
64;472;472;88.0;DE2;AT323;(1, 8);55.0;250.0;100.0;15.0;15.0;0.6000000000000001;0.21;21.0;88.0;250.0;100.0;0.2;(1, 8);{1: 21.0};{8: 21.0};{1: {88.0: 21.0}};64
65;476;476;92.0;DE2;AT323;(1, 8);55.0;250.0;100.0;15.0;15.0;0.3;0.21;5.0;92.0;250.0;100.0;0.2;(1, 8);{1: 5.0};{8: 5.0};{1: {92.0: 5.0}};65
66;500;500;20.0;DE2;AT315;(1, 8, 9);68.75;250.0;100.0;15.0;15.0;0.3;0.2375;1.0;20.0;250.0;100.0;0.2;(1, 8, 9);{1: 1.0};{9: 1.0};{1: {20.0: 1.0}};66
67;504;504;24.0;DE2;AT315;(1, 8, 9);68.75;250.0;100.0;15.0;15.0;0.7000000000000002;0.2375;7.0;24.0;250.0;100.0;0.2;(1, 8, 9);{1: 7.0};{9: 7.0};{1: {24.0: 7.0}};67
68;508;508;28.0;DE2;AT315;(1, 8, 9);68.75;250.0;100.0;15.0;15.0;0.8000000000000003;0.2375;20.0;28.0;250.0;100.0;0.2;(1, 8, 9);{1: 20.0};{9: 20.0};{1: {28.0: 20.0}};68
69;512;512;32.0;DE2;AT315;(1, 8, 9);68.75;250.0;100.0;15.0;15.0;0.5;0.2375;7.0;32.0;250.0;100.0;0.2;(1, 8, 9);{1: 7.0};{9: 7.0};{1: {32.0: 7.0}};69
70;516;516;36.0;DE2;AT315;(1, 8, 9);68.75;250.0;100.0;15.0;15.0;0.3;0.2375;6.0;36.0;250.0;100.0;0.2;(1, 8, 9);{1: 6.0};{9: 6.0};{1: {36.0: 6.0}};70
71;520;520;40.0;DE2;AT315;(1, 8, 9);68.75;250.0;100.0;15.0;15.0;0.8000000000000003;0.2375;7.0;40.0;250.0;100.0;0.2;(1, 8, 9);{1: 7.0};{9: 7.0};{1: {40.0: 7.0}};71
72;524;524;44.0;DE2;AT315;(1, 8, 9);68.75;250.0;100.0;15.0;15.0;1.0;0.2375;14.0;44.0;250.0;100.0;0.2;(1, 8, 9);{1: 14.0};{9: 14.0};{1: {44.0: 14.0}};72
73;528;528;48.0;DE2;AT315;(1, 8, 9);68.75;250.0;100.0;15.0;15.0;0.4;0.2375;3.0;48.0;250.0;100.0;0.2;(1, 8, 9);{1: 3.0};{9: 3.0};{1: {48.0: 3.0}};73
74;532;532;52.0;DE2;AT315;(1, 8, 9);68.75;250.0;100.0;15.0;15.0;0.5;0.2375;7.0;52.0;250.0;100.0;0.2;(1, 8, 9);{1: 7.0};{9: 7.0};{1: {52.0: 7.0}};74
75;536;536;56.0;DE2;AT315;(1, 8, 9);68.75;250.0;100.0;15.0;15.0;0.6000000000000001;0.2375;11.0;56.0;250.0;100.0;0.2;(1, 8, 9);{1: 11.0};{9: 11.0};{1: {56.0: 11.0}};75
76;540;540;60.0;DE2;AT315;(1, 8, 9);68.75;250.0;100.0;15.0;15.0;1.0;0.2375;9.0;60.0;250.0;100.0;0.2;(1, 8, 9);{1: 9.0};{9: 9.0};{1: {60.0: 9.0}};76
77;544;544;64.0;DE2;AT315;(1, 8, 9);68.75;250.0;100.0;15.0;15.0;0.6000000000000001;0.2375;5.0;64.0;250.0;100.0;0.2;(1, 8, 9);{1: 5.0};{9: 5.0};{1: {64.0: 5.0}};77
78;548;548;68.0;DE2;AT315;(1, 8, 9);68.75;250.0;100.0;15.0;15.0;0.7000000000000002;0.2375;9.0;68.0;250.0;100.0;0.2;(1, 8, 9);{1: 9.0};{9: 9.0};{1: {68.0: 9.0}};78
79;552;552;72.0;DE2;AT315;(1, 8, 9);68.75;250.0;100.0;15.0;15.0;0.5;0.2375;8.0;72.0;250.0;100.0;0.2;(1, 8, 9);{1: 8.0};{9: 8.0};{1: {72.0: 8.0}};79
80;556;556;76.0;DE2;AT315;(1, 8, 9);68.75;250.0;100.0;15.0;15.0;0.4;0.2375;4.0;76.0;250.0;100.0;0.2;(1, 8, 9);{1: 4.0};{9: 4.0};{1: {76.0: 4.0}};80
81;560;560;80.0;DE2;AT315;(1, 8, 9);68.75;250.0;100.0;15.0;15.0;0.4;0.2375;4.0;80.0;250.0;100.0;0.2;(1, 8, 9);{1: 4.0};{9: 4.0};{1: {80.0: 4.0}};81
82;588;588;12.0;DE2;AT311;(1, 8, 9, 10, 19, 13);68.75;250.0;100.0;15.0;15.0;0.4;0.2375;1.0;12.0;250.0;100.0;0.2;(1, 8, 9, 10, 19, 13);{1: 1.0};{13: 1.0};{1: {12.0: 1.0}};82
83;592;592;16.0;DE2;AT311;(1, 8, 9, 10, 19, 13);68.75;250.0;100.0;15.0;15.0;0.6000000000000001;0.2375;5.0;16.0;250.0;100.0;0.2;(1, 8, 9, 10, 19, 13);{1: 5.0};{13: 5.0};{1: {16.0: 5.0}};83
84;596;596;20.0;DE2;AT311;(1, 8, 9, 10, 19, 13);68.75;250.0;100.0;15.0;15.0;0.6000000000000001;0.2375;25.0;20.0;250.0;100.0;0.2;(1, 8, 9, 10, 19, 13);{1: 25.0};{13: 25.0};{1: {20.0: 25.0}};84
85;600;600;24.0;DE2;AT311;(1, 8, 9, 10, 19, 13);68.75;250.0;100.0;15.0;15.0;0.6000000000000001;0.2375;67.0;24.0;250.0;100.0;0.2;(1, 8, 9, 10, 19, 13);{1: 67.0};{13: 67.0};{1: {24.0: 67.0}};85
86;604;604;28.0;DE2;AT311;(1, 8, 9, 10, 19, 13);68.75;250.0;100.0;15.0;15.0;0.9000000000000001;0.2375;146.0;28.0;250.0;100.0;0.2;(1, 8, 9, 10, 19, 13);{1: 146.0};{13: 146.0};{1: {28.0: 146.0}};86
87;608;608;32.0;DE2;AT311;(1, 8, 9, 10, 19, 13);68.75;250.0;100.0;15.0;15.0;0.7000000000000002;0.2375;161.0;32.0;250.0;100.0;0.2;(1, 8, 9, 10, 19, 13);{1: 161.0};{13: 161.0};{1: {32.0: 161.0}};87
88;612;612;36.0;DE2;AT311;(1, 8, 9, 10, 19, 13);68.75;250.0;100.0;15.0;15.0;0.3;0.2375;139.0;36.0;250.0;100.0;0.2;(1, 8, 9, 10, 19, 13);{1: 139.0};{13: 139.0};{1: {36.0: 139.0}};88
89;616;616;40.0;DE2;AT311;(1, 8, 9, 10, 19, 13);68.75;250.0;100.0;15.0;15.0;0.6000000000000001;0.2375;120.0;40.0;250.0;100.0;0.2;(1, 8, 9, 10, 19, 13);{1: 120.0};{13: 120.0};{1: {40.0: 120.0}};89
90;620;620;44.0;DE2;AT311;(1, 8, 9, 10, 19, 13);68.75;250.0;100.0;15.0;15.0;0.4;0.2375;119.0;44.0;250.0;100.0;0.2;(1, 8, 9, 10, 19, 13);{1: 119.0};{13: 119.0};{1: {44.0: 119.0}};90
91;624;624;48.0;DE2;AT311;(1, 8, 9, 10, 19, 13);68.75;250.0;100.0;15.0;15.0;0.9000000000000001;0.2375;111.0;48.0;250.0;100.0;0.2;(1, 8, 9, 10, 19, 13);{1: 111.0};{13: 111.0};{1: {48.0: 111.0}};91
92;628;628;52.0;DE2;AT311;(1, 8, 9, 10, 19, 13);68.75;250.0;100.0;15.0;15.0;1.0;0.2375;98.0;52.0;250.0;100.0;0.2;(1, 8, 9, 10, 19, 13);{1: 98.0};{13: 98.0};{1: {52.0: 98.0}};92
93;632;632;56.0;DE2;AT311;(1, 8, 9, 10, 19, 13);68.75;250.0;100.0;15.0;15.0;0.9000000000000001;0.2375;80.0;56.0;250.0;100.0;0.2;(1, 8, 9, 10, 19, 13);{1: 80.0};{13: 80.0};{1: {56.0: 80.0}};93
94;636;636;60.0;DE2;AT311;(1, 8, 9, 10, 19, 13);68.75;250.0;100.0;15.0;15.0;0.5;0.2375;97.0;60.0;250.0;100.0;0.2;(1, 8, 9, 10, 19, 13);{1: 97.0};{13: 97.0};{1: {60.0: 97.0}};94
95;640;640;64.0;DE2;AT311;(1, 8, 9, 10, 19, 13);68.75;250.0;100.0;15.0;15.0;0.7000000000000002;0.2375;116.0;64.0;250.0;100.0;0.2;(1, 8, 9, 10, 19, 13);{1: 116.0};{13: 116.0};{1: {64.0: 116.0}};95
96;644;644;68.0;DE2;AT311;(1, 8, 9, 10, 19, 13);68.75;250.0;100.0;15.0;15.0;0.5;0.2375;114.0;68.0;250.0;100.0;0.2;(1, 8, 9, 10, 19, 13);{1: 114.0};{13: 114.0};{1: {68.0: 114.0}};96
97;648;648;72.0;DE2;AT311;(1, 8, 9, 10, 19, 13);68.75;250.0;100.0;15.0;15.0;0.3;0.2375;101.0;72.0;250.0;100.0;0.2;(1, 8, 9, 10, 19, 13);{1: 101.0};{13: 101.0};{1: {72.0: 101.0}};97
98;652;652;76.0;DE2;AT311;(1, 8, 9, 10, 19, 13);68.75;250.0;100.0;15.0;15.0;0.5;0.2375;79.0;76.0;250.0;100.0;0.2;(1, 8, 9, 10, 19, 13);{1: 79.0};{13: 79.0};{1: {76.0: 79.0}};98
99;656;656;80.0;DE2;AT311;(1, 8, 9, 10, 19, 13);68.75;250.0;100.0;15.0;15.0;0.3;0.2375;59.0;80.0;250.0;100.0;0.2;(1, 8, 9, 10, 19, 13);{1: 59.0};{13: 59.0};{1: {80.0: 59.0}};99
100;660;660;84.0;DE2;AT311;(1, 8, 9, 10, 19, 13);68.75;250.0;100.0;15.0;15.0;0.4;0.2375;26.0;84.0;250.0;100.0;0.2;(1, 8, 9, 10, 19, 13);{1: 26.0};{13: 26.0};{1: {84.0: 26.0}};100
101;664;664;88.0;DE2;AT311;(1, 8, 9, 10, 19, 13);68.75;250.0;100.0;15.0;15.0;0.9000000000000001;0.2375;12.0;88.0;250.0;100.0;0.2;(1, 8, 9, 10, 19, 13);{1: 12.0};{13: 12.0};{1: {88.0: 12.0}};101
102;668;668;92.0;DE2;AT311;(1, 8, 9, 10, 19, 13);68.75;250.0;100.0;15.0;15.0;0.4;0.2375;1.0;92.0;250.0;100.0;0.2;(1, 8, 9, 10, 19, 13);{1: 1.0};{13: 1.0};{1: {92.0: 1.0}};102
103;696;696;24.0;DE2;SL2;(1, 2, 3, 4, 5, 6, 7, 16);55.0;250.0;100.0;15.0;15.0;0.4;0.21;9.0;24.0;250.0;100.0;0.2;(1, 2, 3, 4, 5, 6, 7, 16);{1: 9.0};{16: 9.0};{1: {24.0: 9.0}};103
104;700;700;28.0;DE2;SL2;(1, 2, 3, 4, 5, 6, 7, 16);55.0;250.0;100.0;15.0;15.0;1.0;0.21;21.0;28.0;250.0;100.0;0.2;(1, 2, 3, 4, 5, 6, 7, 16);{1: 21.0};{16: 21.0};{1: {28.0: 21.0}};104
105;704;704;32.0;DE2;SL2;(1, 2, 3, 4, 5, 6, 7, 16);55.0;250.0;100.0;15.0;15.0;0.3;0.21;21.0;32.0;250.0;100.0;0.2;(1, 2, 3, 4, 5, 6, 7, 16);{1: 21.0};{16: 21.0};{1: {32.0: 21.0}};105
106;708;708;36.0;DE2;SL2;(1, 2, 3, 4, 5, 6, 7, 16);55.0;250.0;100.0;15.0;15.0;0.4;0.21;13.0;36.0;250.0;100.0;0.2;(1, 2, 3, 4, 5, 6, 7, 16);{1: 13.0};{16: 13.0};{1: {36.0: 13.0}};106
107;712;712;40.0;DE2;SL2;(1, 2, 3, 4, 5, 6, 7, 16);55.0;250.0;100.0;15.0;15.0;0.4;0.21;12.0;40.0;250.0;100.0;0.2;(1, 2, 3, 4, 5, 6, 7, 16);{1: 12.0};{16: 12.0};{1: {40.0: 12.0}};107
108;716;716;44.0;DE2;SL2;(1, 2, 3, 4, 5, 6, 7, 16);55.0;250.0;100.0;15.0;15.0;0.5;0.21;12.0;44.0;250.0;100.0;0.2;(1, 2, 3, 4, 5, 6, 7, 16);{1: 12.0};{16: 12.0};{1: {44.0: 12.0}};108
