seg_id,cell_id,length,capacity,has_cs
3.0,0.0,27.5,0,False
3.0,1.0,27.5,450,True
4.0,2.0,27.5,0,False
4.0,3.0,27.5,8550,True
4.0,4.0,27.5,37500,True
4.0,5.0,27.5,15300,True
4.0,6.0,27.5,0,False
4.0,7.0,27.5,29100,True
5.0,8.0,27.5,0,False
5.0,9.0,27.5,90000,True
5.0,10.0,27.5,37650,True
6.0,11.0,27.5,0,False
6.0,12.0,27.5,450,True
6.0,13.0,27.5,20700,True
7.0,14.0,27.5,0,False
7.0,15.0,27.5,2100,True
7.0,16.0,27.5,0,False
8.0,17.0,27.5,1650,True
8.0,18.0,27.5,0,False
9.0,19.0,27.5,2400,True
9.0,20.0,27.5,0,False
10.0,21.0,27.5,13800,True
11.0,22.0,27.5,17250,True
12.0,23.0,27.5,0,False
12.0,24.0,27.5,25050,True
13.0,25.0,27.5,0,False
13.0,26.0,27.5,34950,True
13.0,27.0,27.5,76050,True
14.0,28.0,27.5,22650,True
15.0,29.0,27.5,0,False
15.0,30.0,27.5,0,False
15.0,31.0,27.5,31950,True
15.0,32.0,27.5,0,False
16.0,33.0,27.5,16350,True
16.0,34.0,27.5,30300,True
16.0,35.0,27.5,3300,True
16.0,36.0,27.5,4050,True
16.0,37.0,27.5,16500,True
17.0,38.0,27.5,0,False
18.0,39.0,27.5,0,False
18.0,40.0,27.5,64500,True
19.0,41.0,27.5,0,False
20.0,42.0,27.5,0,False
20.0,43.0,27.5,2700,True
21.0,44.0,27.5,2400,True
22.0,45.0,27.5,0,False
23.0,46.0,27.5,0,False
24.0,47.0,27.5,0,False
24.0,48.0,27.5,31650,True
25.0,49.0,27.5,0,False
26.0,50.0,27.5,0,False
26.0,51.0,27.5,0,False
27.0,52.0,27.5,4200,True
27.0,53.0,27.5,52650,True
27.0,54.0,27.5,21000,True
28.0,55.0,27.5,30150,True
28.0,56.0,27.5,0,False
29.0,57.0,27.5,0,False
29.0,58.0,27.5,0,False
30.0,59.0,27.5,0,False
30.0,60.0,27.5,2400,True
31.0,61.0,27.5,17700,True
32.0,62.0,27.5,10500,True
33.0,63.0,27.5,0,False
33.0,64.0,27.5,0,False
34.0,65.0,27.5,7350,True
34.0,66.0,27.5,0,False
35.0,67.0,27.5,0,False
36.0,68.0,27.5,22200,True
37.0,69.0,27.5,0,False
38.0,70.0,27.5,21450,True
38.0,71.0,27.5,0,False
39.0,72.0,27.5,0,False
39.0,73.0,27.5,0,False
40.0,74.0,27.5,0,False
41.0,75.0,27.5,6600,True
42.0,76.0,27.5,0,False
43.0,77.0,27.5,16650,True
44.0,78.0,27.5,0,False
45.0,79.0,27.5,0,False
46.0,80.0,27.5,0,False
47.0,81.0,27.5,21000,True
48.0,82.0,27.5,0,False
49.0,83.0,27.5,0,False
49.0,84.0,27.5,0,False
50.0,85.0,27.5,0,False
51.0,86.0,27.5,2100,True
52.0,87.0,27.5,0,False
53.0,88.0,27.5,0,False
54.0,89.0,27.5,5850,True
55.0,90.0,27.5,21000,True
55.0,91.0,27.5,0,False
56.0,92.0,27.5,9300,True
57.0,93.0,27.5,0,False
58.0,94.0,27.5,0,False
58.0,95.0,27.5,0,False
59.0,96.0,27.5,0,False
59.0,97.0,27.5,0,False
60.0,98.0,27.5,0,False
